,link,text,date,No_of_Likes,No_of_tweets
610,https://twitter.com/BBCNews/status/1817938005350338887#m,Appeal to train passengers after dog walker's murder https://bbc.in/4c69CBs,"Jul 29, 2024 · 2:59 PM UTC",27,6
611,https://twitter.com/BBCNews/status/1817938005341925513#m,Tower block deemed unsafe is sold - for just £1 https://bbc.in/3WrsuVK,"Jul 29, 2024 · 2:59 PM UTC",27,12
612,https://twitter.com/BBCNews/status/1817937467854475345#m,Ex-Taekwondo world champion jailed for sex abuse https://bbc.in/4dm1y0a,"Jul 29, 2024 · 2:57 PM UTC",23,11
613,https://twitter.com/BBCNews/status/1817928657920209291#m,Government drops Troubles Legacy Act ruling appeal https://bbc.in/3WG5K5s,"Jul 29, 2024 · 2:22 PM UTC",27,9
614,https://twitter.com/BBCNews/status/1817926151538368852#m,Hospital entrance closes for building work https://bbc.in/3WoY9XJ,"Jul 29, 2024 · 2:12 PM UTC",20,10
615,https://twitter.com/BBCNews/status/1817924031024082977#m,Choreographed celebrations in Venezuela as Maduro claims win https://bbc.in/4fnCJTy,"Jul 29, 2024 · 2:03 PM UTC",29,85
616,https://twitter.com/BBCNews/status/1817923790728306802#m,"Domestic violence 'scourge on society', judge says https://bbc.in/4dmiHXW","Jul 29, 2024 · 2:03 PM UTC",38,13
617,https://twitter.com/BBCNews/status/1817918952502133130#m,Bowen: Golan attack leaves border war's unspoken rules in tatters https://bbc.in/4frcfAL,"Jul 29, 2024 · 1:43 PM UTC",21,17
618,https://twitter.com/BBCNews/status/1817918646267629725#m,Pride flags and shopfront set on fire in city centre https://bbc.in/4fgLpLD,"Jul 29, 2024 · 1:42 PM UTC",147,104
619,https://twitter.com/BBCNews/status/1817916433814192263#m,Prison officer admits sex with inmate https://bbc.in/3SnYVDh,"Jul 29, 2024 · 1:33 PM UTC",146,104
620,https://twitter.com/BBCNews/status/1817916433726132604#m,"Mental health hospital improving, say inspectors https://bbc.in/4cYtPKN","Jul 29, 2024 · 1:33 PM UTC",25,9
621,https://twitter.com/BBCNews/status/1817915301331141083#m,Fifth prisoner sentenced after violent mutiny https://bbc.in/46oBAHe,"Jul 29, 2024 · 1:29 PM UTC",25,5
622,https://twitter.com/BBCNews/status/1817913209602392386#m,Wiffen 'had eyes on Olympic record' in 800m heats https://bbc.in/4flig1H,"Jul 29, 2024 · 1:20 PM UTC",32,8
623,https://twitter.com/BBCNews/status/1817912451972641209#m,"Ritual to keep family safe was fraud, police say https://bbc.in/3Yq7yAW","Jul 29, 2024 · 1:17 PM UTC",16,10
624,https://twitter.com/BBCNews/status/1817911329245598176#m,Peak District beauty spot sees mass brawl https://bbc.in/3WIgalo,"Jul 29, 2024 · 1:13 PM UTC",867,933
625,https://twitter.com/BBCNews/status/1817911159019766230#m,MP calls for gas drill ban amid fracking fears https://bbc.in/3WIitVB,"Jul 29, 2024 · 1:12 PM UTC",22,7
626,https://twitter.com/BBCNews/status/1817910759906566582#m,Hughes Insurance being bought by GB firm https://bbc.in/3zYXKnf,"Jul 29, 2024 · 1:11 PM UTC",12,4
627,https://twitter.com/BBCBreaking/status/1817910505438105630#m,"Eight patients with stab injuries in Southport, UK, taken to hospitals including Alder Hey Children's Hospital, ambulance service says https://www.bbc.co.uk/news/live/cevwgqz0x41t","Jul 29, 2024 · 1:10 PM UTC",228,129
628,https://twitter.com/BBCNews/status/1817909441875906907#m,Roosters found dead after 'suspected cockfighting' https://bbc.in/4c2RpV9,"Jul 29, 2024 · 1:06 PM UTC",33,12
629,https://twitter.com/BBCNews/status/1817908506600649213#m,GB win first gold at Paris Games in team eventing https://bbc.in/3Ymhziw,"Jul 29, 2024 · 1:02 PM UTC",245,14
630,https://twitter.com/BBCNews/status/1817906231614328906#m,Residents react to dog walker's murder https://bbc.in/4di5VcM,"Jul 29, 2024 · 12:53 PM UTC",16,5
631,https://twitter.com/BBCNews/status/1817905488152973640#m,Southern Agricultural Show attracts thousands https://bbc.in/3YtqaAh,"Jul 29, 2024 · 12:50 PM UTC",18,3
632,https://twitter.com/BBCNews/status/1817904647585075518#m,Paris organisers confident triathlon will go ahead https://bbc.in/46nWS7U,"Jul 29, 2024 · 12:46 PM UTC",34,16
633,https://twitter.com/BBCNews/status/1817904325013787133#m,Sperm whale killed by ship in Strait of Gibraltar https://bbc.in/3WRG9Hb,"Jul 29, 2024 · 12:45 PM UTC",30,8
634,https://twitter.com/BBCNews/status/1817902846467084632#m,Fire engulfs car service centre on industrial estate https://bbc.in/4bYobXG,"Jul 29, 2024 · 12:39 PM UTC",17,6
635,https://twitter.com/BBCNews/status/1817900529663545366#m,Part of Newquay beach closed after cliff fall https://bbc.in/3Wnl9Xg,"Jul 29, 2024 · 12:30 PM UTC",27,5
636,https://twitter.com/BBCNews/status/1817900519693672564#m,Tommy Robinson leaves UK on eve of court case https://bbc.in/3WqZayn,"Jul 29, 2024 · 12:30 PM UTC",255,275
637,https://twitter.com/BBCNews/status/1817900519551037634#m,Elderly couple reunited after four years apart https://bbc.in/4dma9Ak,"Jul 29, 2024 · 12:30 PM UTC",85,6
638,https://twitter.com/BBCNews/status/1817899347511595515#m,Arrests in disposal of human ashes investigation https://bbc.in/4c9srUe,"Jul 29, 2024 · 12:25 PM UTC",21,6
639,https://twitter.com/BBCNews/status/1817898302739734914#m,Who are Team GB's medal winners at Paris 2024? https://bbc.in/3ylcJrl,"Jul 29, 2024 · 12:21 PM UTC",30,10
640,https://twitter.com/BBCNews/status/1817898158543782226#m,Man held after 'major incident' leaves several injured https://bbc.in/3WIbjAG,"Jul 29, 2024 · 12:21 PM UTC",256,285
641,https://twitter.com/BBCBreaking/status/1817897699313606792#m,"Number of casualties reported in Southport, UK, as armed police detain man and seize knife in major incident https://bbc.in/46o6xvk","Jul 29, 2024 · 12:19 PM UTC",499,352
642,https://twitter.com/BBCNews/status/1817897673292128397#m,'Missing' trophy won for first time in 90 years https://bbc.in/3So6av2,"Jul 29, 2024 · 12:19 PM UTC",18,2
643,https://twitter.com/BBCNews/status/1817897020029321450#m,Young artist off to USA to chase hip-hop dream https://bbc.in/3SpPYsU,"Jul 29, 2024 · 12:16 PM UTC",13,9
644,https://twitter.com/BBCNews/status/1817895923273306132#m,Thunderstorm warning of heavy rain and hail https://bbc.in/4foQp0t,"Jul 29, 2024 · 12:12 PM UTC",20,5
645,https://twitter.com/BBCNews/status/1817893580628738191#m,"Holidaymaker, 21, died while on holiday in Benidorm https://bbc.in/3LGMVcj","Jul 29, 2024 · 12:02 PM UTC",20,8
646,https://twitter.com/BBCNews/status/1817892451937345599#m,"New mosaic reflects diversity of area, says designer https://bbc.in/3yiqV4k","Jul 29, 2024 · 11:58 AM UTC",71,50
647,https://twitter.com/BBCNews/status/1817890658943680974#m,Agricultural show prepares for 137th event https://bbc.in/3ydIQsZ,"Jul 29, 2024 · 11:51 AM UTC",16,6
648,https://twitter.com/BBCNews/status/1817888500391252399#m,Anti-corruption officer jailed for assaulting woman https://bbc.in/4flNLc2,"Jul 29, 2024 · 11:42 AM UTC",60,26
649,https://twitter.com/BBCNews/status/1817887998266024180#m,In pictures: Jousting tournament at Caerlaverock https://bbc.in/3WHkr8w,"Jul 29, 2024 · 11:40 AM UTC",33,9
650,https://twitter.com/BBCNews/status/1817886869293535531#m,Husband gets life for hiring hitman to murder wife https://bbc.in/3WF4QGA,"Jul 29, 2024 · 11:36 AM UTC",47,11
651,https://twitter.com/BBCNews/status/1817885571613634677#m,Junior doctors offered new pay deal in England https://bbc.in/4fgAEcd,"Jul 29, 2024 · 11:31 AM UTC",257,128
652,https://twitter.com/BBCNews/status/1817885078774583526#m,In pictures: 20th Belladrum Tartan Heart Festival https://bbc.in/3yjcZHq,"Jul 29, 2024 · 11:29 AM UTC",11,7
653,https://twitter.com/BBCNews/status/1817883900271628302#m,"Puberty blockers ban is lawful, says High Court https://bbc.in/4bXTUbq","Jul 29, 2024 · 11:24 AM UTC",3449,226
654,https://twitter.com/BBCNews/status/1817882203457503365#m,Kitchen destroyed after tumble dryer fire https://bbc.in/4c11EcF,"Jul 29, 2024 · 11:17 AM UTC",16,17
655,https://twitter.com/BBCNews/status/1817881763030429886#m,Man arrested over suspected French railway vandalism https://bbc.in/3yhLBt9,"Jul 29, 2024 · 11:16 AM UTC",60,12
656,https://twitter.com/BBCNews/status/1817877876122796227#m,Irish Army's showjumping horse failed drug test https://bbc.in/4fkCGYL,"Jul 29, 2024 · 11:00 AM UTC",31,14
657,https://twitter.com/BBCNews/status/1817877639140433935#m,Police name two men killed in light aircraft crash https://bbc.in/46ryYbv,"Jul 29, 2024 · 10:59 AM UTC",19,2
658,https://twitter.com/BBCNews/status/1817877095508271349#m,Health alert issued as temperatures may reach 32C https://bbc.in/3A5Hr8w,"Jul 29, 2024 · 10:57 AM UTC",58,106
659,https://twitter.com/BBCNews/status/1817876637624541350#m,Sacked Met officers to have appeal over athlete search https://bbc.in/3StOaiD,"Jul 29, 2024 · 10:55 AM UTC",29,5
660,https://twitter.com/BBCNews/status/1817875899787694159#m,Eisteddfod could boost economy by £16 million https://bbc.in/3WpQ05n,"Jul 29, 2024 · 10:52 AM UTC",23,5
661,https://twitter.com/BBCNews/status/1817871862367395927#m,Winning images from 10th Scottish landscape awards https://bbc.in/3LJnSVS,"Jul 29, 2024 · 10:36 AM UTC",46,6
662,https://twitter.com/BBCNews/status/1817871590794616861#m,Wiffen fastest in 800m freestyle heats as Hill progresses https://bbc.in/3WI7taL,"Jul 29, 2024 · 10:35 AM UTC",31,7
663,https://twitter.com/BBCNews/status/1817870742421148008#m,Wrexham striker appears in Ryan Reynolds' new film https://bbc.in/4fpKN66,"Jul 29, 2024 · 10:32 AM UTC",74,11
664,https://twitter.com/BBCNews/status/1817869615894077770#m,Family torn apart after battery fire destroys home https://bbc.in/3WHilWk,"Jul 29, 2024 · 10:27 AM UTC",22,24
665,https://twitter.com/BBCNews/status/1817869614098829443#m,Adam Peaty's mum tells of sacrifices behind medals https://bbc.in/3SnJk6H,"Jul 29, 2024 · 10:27 AM UTC",83,8
666,https://twitter.com/BBCNews/status/1817869614040101367#m,Two climbers injured in Torquay 32ft cliff fall https://bbc.in/4d06MiE,"Jul 29, 2024 · 10:27 AM UTC",21,5
667,https://twitter.com/BBCNews/status/1817868486179266909#m,Brian Whittle joins race to become Scottish Conservative leader https://bbc.in/3A3oAed,"Jul 29, 2024 · 10:23 AM UTC",18,15
668,https://twitter.com/BBCBreaking/status/1817866138249756845#m,Team GB divers Tom Daley and Noah Williams take Olympic silver in 10m synchro final - follow live reaction https://bbc.in/3WHUBRV,"Jul 29, 2024 · 10:13 AM UTC",650,69
669,https://twitter.com/BBCNews/status/1817865324072505650#m,Cast announced for upcoming Roy Keane Saipan film https://bbc.in/3yikcaA,"Jul 29, 2024 · 10:10 AM UTC",24,6
670,https://twitter.com/BBCNews/status/1817865130027213148#m,Daley wins superb fifth Olympic medal with Williams https://bbc.in/4cZjEFL,"Jul 29, 2024 · 10:09 AM UTC",264,12
671,https://twitter.com/BBCNews/status/1817861252980318395#m,Thousands hit by N Korea floods as Kim calls 'emergency' https://bbc.in/3WrFxGy,"Jul 29, 2024 · 9:54 AM UTC",43,20
672,https://twitter.com/BBCNews/status/1817859990599676033#m,Police car damaged as emergency services attacked https://bbc.in/4c54aP2,"Jul 29, 2024 · 9:49 AM UTC",19,10
673,https://twitter.com/BBCNews/status/1817857152171536416#m,It's not over yet as Murray stages classic comeback https://bbc.in/3WittHE,"Jul 29, 2024 · 9:38 AM UTC",109,12
674,https://twitter.com/BBCNews/status/1817853958611771874#m,'Your own personality is entwined in victory or defeat' https://bbc.in/4dmyo12,"Jul 29, 2024 · 9:25 AM UTC",24,9
675,https://twitter.com/BBCNews/status/1817851366779273296#m,Climate protestors target Gatwick departure gates https://bbc.in/4dhGLen,"Jul 29, 2024 · 9:15 AM UTC",92,241
676,https://twitter.com/BBCNews/status/1817849241282232557#m,Huge homecoming planned for Armagh's GAA heroes https://bbc.in/3LL805a,"Jul 29, 2024 · 9:06 AM UTC",18,9
677,https://twitter.com/BBCNews/status/1817847537123967472#m,'Garish' RNLI mural approved despite objections https://bbc.in/3WiqoHA,"Jul 29, 2024 · 9:00 AM UTC",104,89
678,https://twitter.com/BBCNews/status/1817846690608476536#m,Lady Gaga plays new music on the streets of Paris https://bbc.in/4bYENyB,"Jul 29, 2024 · 8:56 AM UTC",42,13
679,https://twitter.com/BBCNews/status/1817842878191722653#m,Dolly Parton's Dollywood theme park hit by flood https://bbc.in/3LGoID1,"Jul 29, 2024 · 8:41 AM UTC",20,10
680,https://twitter.com/BBCNews/status/1817840182462206407#m,Motorcyclist in his 50s dies after collision https://bbc.in/3WGGz2L,"Jul 29, 2024 · 8:30 AM UTC",17,7
681,https://twitter.com/BBCNews/status/1817840175197683866#m,Border zone to be expanded ahead of new EU rules https://bbc.in/4foy6sh,"Jul 29, 2024 · 8:30 AM UTC",18,9
682,https://twitter.com/BBCNews/status/1817839048175522287#m,Third union ballots ScotRail workers on strike action https://bbc.in/3WrMOX1,"Jul 29, 2024 · 8:26 AM UTC",16,6
683,https://twitter.com/BBCNews/status/1817839042471305246#m,Leader's pledge for fewer idling buses in plaza https://bbc.in/3WgKh1y,"Jul 29, 2024 · 8:26 AM UTC",17,8
684,https://twitter.com/BBCNews/status/1817834506440610273#m,Four dead in motorbike crashes in one day https://bbc.in/3Ac6bf1,"Jul 29, 2024 · 8:08 AM UTC",33,19
685,https://twitter.com/BBCNews/status/1817831670927499583#m,Four people and dog rescued from sinking boat https://bbc.in/4c95DnA,"Jul 29, 2024 · 7:56 AM UTC",63,19
686,https://twitter.com/BBCNews/status/1817820337054114072#m,Theft forces charity shops to shut changing rooms https://bbc.in/3SqUwQ3,"Jul 29, 2024 · 7:11 AM UTC",44,29
687,https://twitter.com/BBCNews/status/1817817072589586467#m,'The coaches believed in us before we did' https://bbc.in/3YmHkiU,"Jul 29, 2024 · 6:58 AM UTC",25,11
688,https://twitter.com/BBCNews/status/1817812417692229640#m,Two cars crash on A1 during safety report filming https://bbc.in/3ydfcnH,"Jul 29, 2024 · 6:40 AM UTC",61,18
689,https://twitter.com/BBCNews/status/1817811748340088964#m,Climate change targets to get 'more difficult' https://bbc.in/4foDn3m,"Jul 29, 2024 · 6:37 AM UTC",33,48
690,https://twitter.com/BBCNews/status/1817810649419804777#m,The 'upside-down' sex life of a rare Indian frog revealed https://bbc.in/4fpH6xi,"Jul 29, 2024 · 6:33 AM UTC",23,7
691,https://twitter.com/BBCNews/status/1817808342162546841#m,Can independent shops save a High Street? https://bbc.in/3YiazTW,"Jul 29, 2024 · 6:24 AM UTC",61,37
692,https://twitter.com/BBCNews/status/1817806348278481083#m,What is happening on day three of the Olympics? https://bbc.in/3Yj0HcF,"Jul 29, 2024 · 6:16 AM UTC",44,31
693,https://twitter.com/BBCNews/status/1817805494599242174#m,Scotland's papers: Patients paying for care and £20bn 'black hole' cuts https://bbc.in/3A3NBG8,"Jul 29, 2024 · 6:12 AM UTC",23,10
694,https://twitter.com/BBCNews/status/1817802216331190659#m,What to expect from the Scots on Monday at the Olympics https://bbc.in/3StsPG9,"Jul 29, 2024 · 5:59 AM UTC",18,17
695,https://twitter.com/BBCNews/status/1817799970214273407#m,TransPennine introduces 'much needed' late service https://bbc.in/3WGKLQ8,"Jul 29, 2024 · 5:51 AM UTC",53,8
696,https://twitter.com/BBCNews/status/1817799855789482381#m,New joint CEO for Bristol and Weston NHS trusts https://bbc.in/4fodEYx,"Jul 29, 2024 · 5:50 AM UTC",18,8
697,https://twitter.com/BBCNews/status/1817798095310106725#m,Scotland’s Swedish-inspired pubs putting charity first https://bbc.in/3YnRgbR,"Jul 29, 2024 · 5:43 AM UTC",42,5
698,https://twitter.com/BBCNews/status/1817796978949951559#m,Green awards celebration for parks and reserves https://bbc.in/3WFkqSv,"Jul 29, 2024 · 5:39 AM UTC",27,4
699,https://twitter.com/BBCNews/status/1817796414895706580#m,'I first surfed in a T-shirt and jeans' https://bbc.in/46FmvkZ,"Jul 29, 2024 · 5:36 AM UTC",37,5
700,https://twitter.com/BBCNews/status/1817777739711094929#m,Olympics commentator axed over sexist remark https://bbc.in/3WCxUhP,"Jul 29, 2024 · 4:22 AM UTC",133,182
701,https://twitter.com/BBCNews/status/1817776060747890711#m,Venezuela's Maduro declared winner in disputed vote https://bbc.in/4c2CVoj,"Jul 29, 2024 · 4:16 AM UTC",102,151
702,https://twitter.com/BBCNews/status/1817763919252836445#m,Peaty content after night of pure Olympic emotion https://bbc.in/3yhLSwg,"Jul 29, 2024 · 3:27 AM UTC",88,13
703,https://twitter.com/BBCNews/status/1817726934010196045#m,"Timing, luck or talent - what makes a billionaire? https://bbc.in/4fkGs4i","Jul 29, 2024 · 1:00 AM UTC",55,88
704,https://twitter.com/BBCNews/status/1817725233727471811#m,Matt and Emma Willis on a 'very British' Love is Blind https://bbc.in/3WrmyMr,"Jul 29, 2024 · 12:54 AM UTC",25,8
705,https://twitter.com/BBCNews/status/1817722964139188437#m,Mum's school CCTV plea after autistic son attacked https://bbc.in/4fo7jwd,"Jul 29, 2024 · 12:45 AM UTC",56,17
706,https://twitter.com/BBCNews/status/1817718994620572085#m,GPs threaten 'standstill' and 'silver for Peaty' https://bbc.in/4dgbKr8,"Jul 29, 2024 · 12:29 AM UTC",26,11
707,https://twitter.com/BBCNews/status/1817714433008820271#m,Venezuela opposition urges vigilance as polls close https://bbc.in/4fl6YKW,"Jul 29, 2024 · 12:11 AM UTC",73,20
708,https://twitter.com/BBCNews/status/1817699681524236404#m,Former Gladiators referee John Anderson dies aged 92 https://bbc.in/3LMVdz6,"Jul 28, 2024 · 11:12 PM UTC",143,35
709,https://twitter.com/BBCNews/status/1817675151434981692#m,Woman dies after attack while walking dog https://bbc.in/3LJBErw,"Jul 28, 2024 · 9:35 PM UTC",350,243
710,https://twitter.com/BBCNews/status/1817661096922083725#m,Kemi Badenoch announces bid to become Tory leader https://bbc.in/3YkBFK4,"Jul 28, 2024 · 8:39 PM UTC",1155,190
711,https://twitter.com/BBCNews/status/1817623365923856753#m,Libyan officials jailed over deadly floods https://bbc.in/4d28UGA,"Jul 28, 2024 · 6:09 PM UTC",44,30
712,https://twitter.com/BBCNews/status/1817623365747675378#m,Parisians’ Olympic spirit not dampened – but grumbles remain https://bbc.in/3ycRmIJ,"Jul 28, 2024 · 6:09 PM UTC",43,36
713,https://twitter.com/BBCNews/status/1817619959175958936#m,'You can still have fun at a festival while sober' https://bbc.in/3WFuniH,"Jul 28, 2024 · 5:55 PM UTC",135,117
714,https://twitter.com/BBCNews/status/1817613316618924294#m,Family of kicked man concerned for hurt officers https://bbc.in/3WlvEdr,"Jul 28, 2024 · 5:29 PM UTC",667,1947
715,https://twitter.com/BBCNews/status/1817606861580902517#m,Russell faces disqualification after win in Belgium https://bbc.in/4fpkSvq,"Jul 28, 2024 · 5:03 PM UTC",54,22
716,https://twitter.com/BBCNews/status/1817603120496628130#m,Armagh edge Galway in nail-biting final to win All-Ireland title https://bbc.in/3Wqklkt,"Jul 28, 2024 · 4:48 PM UTC",37,12
717,https://twitter.com/BBCNews/status/1817601097839591481#m,Olympic chiefs 'sorry' opening ceremony caused offence https://bbc.in/4fnDtrN,"Jul 28, 2024 · 4:40 PM UTC",401,635
718,https://twitter.com/BBCNews/status/1817596035876741515#m,Golan Heights air strike: 'The whole town is mourning' https://bbc.in/4c1Ykhq,"Jul 28, 2024 · 4:20 PM UTC",39,38
719,https://twitter.com/BBCNews/status/1817584930852933724#m,Officer injured after being dragged along road https://bbc.in/4cXizhL,"Jul 28, 2024 · 3:36 PM UTC",49,33
720,https://twitter.com/BBCNews/status/1817565655995969844#m,Anti-slavery poet's letters found in charity shop book https://bbc.in/3A0Bo4Z,"Jul 28, 2024 · 2:19 PM UTC",67,19
721,https://twitter.com/BBCNews/status/1817565630607884768#m,Mum gives birth after cancer coma during pregnancy https://bbc.in/3WpBOcr,"Jul 28, 2024 · 2:19 PM UTC",70,7
722,https://twitter.com/BBCNews/status/1817563288130986131#m,King Charles greets well-wishers at Sandringham https://bbc.in/3zZxU2x,"Jul 28, 2024 · 2:10 PM UTC",338,36
723,https://twitter.com/BBCNews/status/1817559324874404217#m,In pictures: Cambridge Folk Festival https://bbc.in/4dfNQfo,"Jul 28, 2024 · 1:54 PM UTC",37,11
724,https://twitter.com/BBCNews/status/1817553143518859588#m,Dementia volunteers gather to discuss support https://bbc.in/4bWLBww,"Jul 28, 2024 · 1:30 PM UTC",44,14
725,https://twitter.com/BBCNews/status/1817552570228801869#m,Ex-Wales and Lions player Morgan dies https://bbc.in/4fptRNs,"Jul 28, 2024 · 1:27 PM UTC",38,7
726,https://twitter.com/BBCNews/status/1817549006915936377#m,Light aircraft involved in 'serious incident' https://bbc.in/4cW4l0o,"Jul 28, 2024 · 1:13 PM UTC",25,9
727,https://twitter.com/BBCNews/status/1817547471708418208#m,"Tears of pride, not sadness, as Walsh exits Olympics https://bbc.in/3A9kNvE","Jul 28, 2024 · 1:07 PM UTC",48,11
728,https://twitter.com/BBCNews/status/1817546326663430463#m,Tucker and McBrine steer Irish to win over Zimbabwe https://bbc.in/46qv1nr,"Jul 28, 2024 · 1:03 PM UTC",14,7
729,https://twitter.com/BBCNews/status/1817546267054026850#m,Path crossing rail line to shut over safety fears https://bbc.in/4cQ3NJv,"Jul 28, 2024 · 1:02 PM UTC",34,19
730,https://twitter.com/BBCNews/status/1817545164593729606#m,Body found in search for boy who fell from cliffs https://bbc.in/3LOh753,"Jul 28, 2024 · 12:58 PM UTC",93,12
731,https://twitter.com/BBCNews/status/1817543698470547474#m,Top five stories from day two of Paris Olympics 2024 https://bbc.in/3WqEuGS,"Jul 28, 2024 · 12:52 PM UTC",72,24
732,https://twitter.com/BBCNews/status/1817541053978653104#m,"Man, 35, critical in hospital after attack on bus https://bbc.in/3WpMdVx","Jul 28, 2024 · 12:42 PM UTC",31,16
733,https://twitter.com/BBCNews/status/1817538858323443945#m,Labour accuse Tories of 'cover up' over public services https://bbc.in/4bYmCZD,"Jul 28, 2024 · 12:33 PM UTC",53,62
734,https://twitter.com/BBCNews/status/1817535373414642046#m,Police seize cannabis plants with £1m street value https://bbc.in/4deKjP7,"Jul 28, 2024 · 12:19 PM UTC",60,61
735,https://twitter.com/BBCNews/status/1817532474244624540#m,'From Iron Age to World War II' at weekend festival https://bbc.in/3WkGqAN,"Jul 28, 2024 · 12:08 PM UTC",25,10
736,https://twitter.com/BBCNews/status/1817531907845853492#m,Three arrests after man dies in crash https://bbc.in/3zXDEtH,"Jul 28, 2024 · 12:05 PM UTC",24,12
737,https://twitter.com/BBCNews/status/1817531907736768652#m,Fox cub freed after getting stuck in garden chair https://bbc.in/4di43AT,"Jul 28, 2024 · 12:05 PM UTC",95,18
738,https://twitter.com/BBCNews/status/1817529077193986205#m,Baby bat returns to Highlands after hiding in holiday suitcase https://bbc.in/3zUB3AE,"Jul 28, 2024 · 11:54 AM UTC",175,12
739,https://twitter.com/BBCNews/status/1817525992975376411#m,Biles dazzles on Olympic gymnastics return https://bbc.in/3ycSlbV,"Jul 28, 2024 · 11:42 AM UTC",249,34
740,https://twitter.com/BBCNews/status/1817524839067816174#m,Person dies in Channel crossing attempt https://bbc.in/46qAb2P,"Jul 28, 2024 · 11:37 AM UTC",119,211
741,https://twitter.com/BBCNews/status/1817518091334566128#m,Something in the water? Why we love shark films https://bbc.in/46oaRKS,"Jul 28, 2024 · 11:10 AM UTC",45,15
742,https://twitter.com/BBCNews/status/1817518065740923323#m,Why chaotic antiheroes like Deadpool are winning over superhero fans https://bbc.in/3LGj6s7,"Jul 28, 2024 · 11:10 AM UTC",82,22
743,https://twitter.com/BBCNews/status/1817514904586223803#m,Fishermen health checks head to Redcar https://bbc.in/4d2iZ6y,"Jul 28, 2024 · 10:58 AM UTC",22,11
744,https://twitter.com/BBCPolitics/status/1817493139503849522#m,“Not to have control of our water always struck me as insane”   Actor and writer Stephen Fry responds to Environment Secretary Steve Reed’s interview on water pollution and says the water industry should be nationalised    #BBCLauraK https://bbc.in/3WFopP3,"Jul 28, 2024 · 9:31 AM UTC",1143,150
745,https://twitter.com/BBCPolitics/status/1817493524272595017#m,"""I would say [to European countries] you need to pull your weight”  Conservative MP Alicia Kearns says Donald Trump's Ukraine rhetoric may mean we need more defence spending  #BBCLauraK https://bbc.in/3WFopP3","Jul 28, 2024 · 9:33 AM UTC",152,61
746,https://twitter.com/BBCPolitics/status/1817494950528852272#m,"""The deal is on the table and Netanyahu must seize it""   Head of the Palestinian Mission to the UK, Husam Zomlot, says a deal to release Israeli hostages has been offered and ""it is in Israel's court""   #BBCLauraK https://bbc.in/3WFopP3","Jul 28, 2024 · 9:38 AM UTC",109,65
747,https://twitter.com/BBCNews/status/1817511711517077608#m,France rail repairs completed after arson attacks https://bbc.in/4fAqt2n,"Jul 28, 2024 · 10:45 AM UTC",89,15
748,https://twitter.com/BBCNews/status/1817511532915265799#m,Aled Jones's 'joy and nerves' as wedding celebrant https://bbc.in/4fmBcNp,"Jul 28, 2024 · 10:44 AM UTC",25,4
749,https://twitter.com/BBCNews/status/1817511398038999319#m,Why we might never know the truth about ultra-processed foods https://bbc.in/3SpFs54,"Jul 28, 2024 · 10:44 AM UTC",36,31
750,https://twitter.com/BBCNews/status/1817511381047947296#m,Woman gives birth while recovering from stroke https://bbc.in/4dgGjwU,"Jul 28, 2024 · 10:44 AM UTC",64,11
751,https://twitter.com/BBCNews/status/1817510974242316793#m,"We must listen after turmoil, says Labour minister https://bbc.in/3zYorJ1","Jul 28, 2024 · 10:42 AM UTC",13,3
752,https://twitter.com/BBCNews/status/1817508069242265987#m,Farmer shot dead in field named by police https://bbc.in/3WmaMTq,"Jul 28, 2024 · 10:31 AM UTC",23,24
753,https://twitter.com/BBCNews/status/1817505223851614501#m,Man stabbed to death and two hurt in park fight https://bbc.in/3Ygp4aS,"Jul 28, 2024 · 10:19 AM UTC",23,19
754,https://twitter.com/BBCNews/status/1817500907275178350#m,Convicted rapist Van de Velde booed on Olympic debut https://bbc.in/3A0Ff1X,"Jul 28, 2024 · 10:02 AM UTC",4851,642
755,https://twitter.com/BBCPolitics/status/1817489564438532359#m,“It’s a really positive thing”  Slave Play actor Kit Harington defends dedicating certain nights to black audiences while co-star Olivia Washington says it was “special” to experience “black and brown people in a 900-seat theatre”   #BBCLauraK https://bbc.in/3WFopP3,"Jul 28, 2024 · 9:17 AM UTC",486,316
756,https://twitter.com/BBCPolitics/status/1817490046779302018#m,"""The Conservatives have a history of really being very anti-public sector"" says broadcaster Stephen Fry  ""We did what independent review always told us to do"" replies Conservative MP Alicia Kearns  #BBCLauraK https://bbc.in/3WFopP3","Jul 28, 2024 · 9:19 AM UTC",137,105
757,https://twitter.com/BBCNews/status/1817488662193442945#m,Video appears to show lead-up to airport incident https://bbc.in/46pQE7v,"Jul 28, 2024 · 9:13 AM UTC",79,0
758,https://twitter.com/BBCNews/status/1817484902608093593#m,Robert Downey Jr to return to Marvel as Dr Doom https://bbc.in/4dlv7z2,"Jul 28, 2024 · 8:59 AM UTC",147,38
759,https://twitter.com/BBCNews/status/1817484834576453931#m,Van der Merwe record as Scotland survive Uruguay scare https://bbc.in/4cW0Nvl,"Jul 28, 2024 · 8:58 AM UTC",25,11
760,https://twitter.com/BBCNews/status/1817483692471681259#m,What to expect from the Scots on Sunday at the Olympics https://bbc.in/4cYNbiH,"Jul 28, 2024 · 8:54 AM UTC",23,18
